rowID;studyID;armID;study_name;manga;study_year;pub_year;drug_name;Ntotal;Published;age_mean;age_sd;_Female;Dosing_schedule;Dose_range;Sponsoredbythisdrugcompanyo;Investigational_Comparator;ascale;baseline_mean;V;mean_efficacy;Imputation;Responders;IMPUTEDresp;Unpublished;Recruitment;type;Patient_status;Placebo_run_in;weeks;Rescue_med;Sequence_generation;Allocation_concealment;Blinding_participant;Blinding_therapist;Blinding_assessor;AP;Selective_reporting_bias;dropoutSTUDY;dropoutARM;dropoutDIFF;OverallRoB;PLAresp;Narms;PLAprop;Overall_arm_RoB
f69;197;1;Marchesi1998  ;0;1998;1998;Fluoxetine;67;R from pub data and no or inadequate unpub data;43,6;11,9;0,731;Fixed;Licensed;Yes;Investigational;HAMD17;25,5;10;8,96;LOCF;45;0;No;Europe;Multi-center;Outpatients only;Yes;10;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,104477612;0,015240698;Low risk;;2;0;Moderate risk
f72;198;2;OntiverosSanchez1998  ;0;1998;1998;Amitriptyline;21;R from pub data and no or inadequate unpub data;36,5;9,34;0,619;Flexible;Licensed;No;Comparator;HAMD17;23,1;6;5,8;Others;6;0;No;South America;Single center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,404761905;0,476190476;0,071428571;Moderate risk;;2;0;Moderate risk
f71;198;1;OntiverosSanchez1998  ;0;1998;1998;Fluoxetine;21;R from pub data and no or inadequate unpub data;38,6;11,52;0,429;Fixed;Licensed;Yes;Investigational;HAMD17;23,5;6;7,8;Others;7;0;No;South America;Single center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,333333333;0,071428571;Moderate risk;;2;0;High risk
f74;199;2;Versiani1999;0;1999;1999;Amitriptyline;80;R from pub data and no or inadequate unpub data;41,3;;0,758;Flexible;Licensed;No;Comparator;HAMD21;27,8;8;8,7;Others;58;0;No;South America;Multi-center;Other/Unclear/Not stated;Yes;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,171974522;0,1875;0,015525478;Low risk;;2;0;Low risk
f73;199;1;Versiani1999;0;1999;1999;Fluoxetine;77;R from pub data and no or inadequate unpub data;41,3;;0,758;Fixed;Licensed;Yes;Investigational;HAMD21;28,4;8;10,5;Others;57;0;No;South America;Multi-center;Other/Unclear/Not stated;Yes;8;No;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,155844156;0,016130366;Low risk;;2;0;Moderate risk
f80;202;2;Fava2002;1;2002;2002;Fluoxetine;92;R from pub data and no or inadequate unpub data;42,1;13,5;;Flexible;Licensed;Yes;Investigational;HAMD17;20,5;10;8,73;Others;57;0;No;North America;Multi-center;Outpatients only;Yes;10;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,260869565;0,010257195;Moderate risk;;3;0;Moderate risk
f81;202;3;Fava2002;1;2002;2002;Paroxetine;96;R from pub data and no or inadequate unpub data;42,5;14,7;;Flexible;Licensed;No;Comparator;HAMD17;20,60000038;10;8,33;Others;64;0;No;North America;Multi-center;Outpatients only;Yes;10;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,271126761;0,28125;0,010123239;Moderate risk;;3;0;Moderate risk
f79;202;1;Fava2002;1;2002;2002;Sertraline;96;R from pub data and no or inadequate unpub data;44;14,7;;Flexible;Licensed;No;Comparator;HAMD17;21;10;8,11;Others;70;0;No;North America;Multi-center;Outpatients only;Yes;10;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,270833333;0,000293427;Moderate risk;;3;0;Moderate risk
fl02;210;2;DeWilde1983a;0;1983;1983;Clomipramine;21;R imputed from pub data and no or inadequate unpub data;;;;Flexible;Licensed;No;Comparator;HAMD17;24,2;6;5,1;Others;17;1;No;Europe;Single center;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0;0;0;Low risk;;2;0;Low risk
fl01;210;1;DeWilde1983a;0;1983;1983;Fluvoxamine;22;R imputed from pub data and no or inadequate unpub data;;;;Flexible;Licensed;Yes;Investigational;HAMD17;23,4;6;6,4;Others;16;1;No;Europe;Single center;Outpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0;0;Low risk;;2;0;Moderate risk
fl23;221;1;Remick1994;0;1994;1994;Amitriptyline;17;R imputed from pub data and no or inadequate unpub data;41;;;Flexible;Licensed;No;Comparator;HAMD17;23,5;4;;OC;5;1;No;North America;Multi-center;Outpatients only;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,470588235;0,137254902;Moderate risk;;2;0;Moderate risk
fl24;221;2;Remick1994;0;1994;1994;Fluvoxamine;16;R imputed from pub data and no or inadequate unpub data;41,7;;;Flexible;Licensed;Yes;Investigational;HAMD17;23,8;4;8,7;Others;9;1;No;North America;Multi-center;Outpatients only;Yes;7;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,333333333;0,1875;0,145833333;Moderate risk;;2;0;High risk
fl25;222;1;Nemeroff1995;1;1995;1995;Fluvoxamine;49;R imputed from pub data and no or inadequate unpub data;38,5;;;Flexible;Licensed;Yes;Investigational;HAMD21;24,57;7;11,07;Others;27;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,367346939;0,10961498;Moderate risk;;2;0;High risk
fl26;222;2;Nemeroff1995;1;1995;1995;Sertraline;48;R imputed from pub data and no or inadequate unpub data;41,2;;;Flexible;Licensed;No;Comparator;HAMD21;23,15;7;11,58;Others;23;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,257731959;0,145833333;0,111898625;Moderate risk;;2;0;Moderate risk
fl28;223;2;Ottevanger1995;0;1995;1995;Clomipramine;20;R from pub data and no or inadequate unpub data;47,05;12,36;;Flexible;Licensed;No;Comparator;HAMD17;25,7;4;11,6;Others;16;0;No;Europe;Multi-center;Inpatients only;Unclear;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,2;0,15;0,05;Low risk;;2;0;Low risk
fl27;223;1;Ottevanger1995;0;1995;1995;Fluvoxamine;20;R from pub data and no or inadequate unpub data;51,3;15,39;;Flexible;Licensed;Yes;Investigational;HAMD17;26,4;4;12,8;Others;13;0;No;Europe;Multi-center;Inpatients only;Unclear;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,25;0,05;Low risk;;2;0;Moderate risk
fl30;224;2;Rapaport1996;1;1996;1996;Fluoxetine;49;R imputed from pub data and no or inadequate unpub data;38,6;;;Flexible;Licensed;No;Unclear;HAMD21;25,6;7;9,7;Others;29;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,15;0,163265306;0,013265306;Low risk;;2;0;Low risk
fl29;224;1;Rapaport1996;1;1996;1996;Fluvoxamine;51;R imputed from pub data and no or inadequate unpub data;40;;;Flexible;Licensed;Yes;Unclear;HAMD21;25,2;7;9,6;Others;30;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,137254902;0,012745098;Low risk;;2;0;Moderate risk
fl35;227;1;Kiev1997;1;1997;1997;Fluvoxamine;30;R imputed from pub data and no or inadequate unpub data;42,7;;;Flexible;Licensed;Yes;Investigational;HAMD21;24,4;7;10,9;Others;17;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,366666667;0,033333333;Moderate risk;;2;0;Moderate risk
fl36;227;2;Kiev1997;1;1997;1997;Paroxetine;30;R imputed from pub data and no or inadequate unpub data;39,9;;;Flexible;Licensed;No;Comparator;HAMD21;24,4;7;11,5;Others;16;1;No;North America;Multi-center;Outpatients only;Yes;7;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,333333333;0,3;0,033333333;Moderate risk;;2;0;Moderate risk
fl38;228;2;Murasaki1998;0;1998;1998;Amitriptyline;122;R from pub data and no or inadequate unpub data;45,3;;;Flexible;Licensed;No;Comparator;HAMD21;23,6;4;12,7;Others;54;0;No;Asia;Multi-center;Both;No;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,459016393;;Low risk;;;0;Low risk
fl37;228;1;Murasaki1998;0;1998;1998;Fluvoxamine;113;R from pub data and no or inadequate unpub data;40,5;;;Flexible;Licensed;Yes;Investigational;HAMD21;22,9;4;12,5;Others;51;0;No;Asia;Multi-center;Both;No;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,380530973;;Low risk;;;0;Moderate risk
fl40;229;2;Dalery2003;1;2003;2003;Fluoxetine;94;R from pub data and no or inadequate unpub data;42,1;;;Fixed;Licensed;No;Comparator;HAMD17;22,2;6;11,3;Others;54;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;0,239130435;0,212765957;0,026364477;Moderate risk;;2;0;Moderate risk
fl39;229;1;Dalery2003;1;2003;2003;Fluvoxamine;90;R from pub data and no or inadequate unpub data;42;;;Fixed;Licensed;Yes;Investigational;HAMD17;22,3;6;10;Others;53;0;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;Unclear risk of bias;Unclear risk of bias;;0,266666667;0,027536232;Moderate risk;;2;0;Moderate risk
fl41;230;1;Rossini2005;1;2005;2005;Fluvoxamine;40;R imputed from pub data and no or inadequate unpub data;67,8;;;Fixed;Licensed;Unclear;Investigational;HAMD21;31,23;7;7,56;LOCF;29;1;No;Europe;Single center;Inpatients only;Unclear;7;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,025;0,020454545;Low risk;;2;0;Low risk
fl42;230;2;Rossini2005;1;2005;2005;Sertraline;48;R imputed from pub data and no or inadequate unpub data;68,2;;;Fixed;Licensed;Unclear;Comparator;HAMD21;29,23;7;11,27;LOCF;28;1;No;Europe;Single center;Inpatients only;Unclear;7;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,045454545;0,0625;0,017045455;Low risk;;2;0;Low risk
fl46;232;2;Harris1991;0;1991;1991;Amitriptyline;34;R imputed from pub data and no or inadequate unpub data;48,1;12,3;0,824;Flexible;Licensed;Unclear;Comparator;HAMD17;22,8;;;OC;21;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,275362319;0,235294118;0,040068201;Moderate risk;;2;0;Moderate risk
fl45;232;1;Harris1991;0;1991;1991;Fluvoxamine;35;R imputed from pub data and no or inadequate unpub data;38,6;12,1;0,629;Flexible;Licensed;Unclear;Investigational;HAMD17;22,7;;;OC;13;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,314285714;0,038923395;Moderate risk;;2;0;Moderate risk
m03;239;3;Ansseau1989a;0;1989;1989;Amitriptyline;49;R imputed from pub data and no or inadequate unpub data;48,6;10,9;0,656;Fixed;Licensed;No;Comparator;HAMD17;24,8;4;8,1;LOCF;35;1;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;0,243055556;0,224489796;0,01856576;Moderate risk;;3;0;Moderate risk
m02;239;2;Ansseau1989a;0;1989;1989;Milnacipran;95;R imputed from pub data and no or inadequate unpub data;48,59999847;10,9;0,656;Fixed;Licensed;Unclear;Investigational;HAMD17;24,75;4;9,2;LOCF;53;1;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;0,1875;0,055555556;Moderate risk;;3;0;Moderate risk
m05;240;2;Ansseau1989b;0;1989;1989;Amitriptyline;43;R imputed from pub data and no or inadequate unpub data;49,6;11,6;;Fixed;Licensed;No;Comparator;HAMD24;37,6;4;16,7;Others;22;1;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,091954023;0,11627907;0,024325047;Low risk;;2;0;Low risk
m04;240;1;Ansseau1989b;0;1989;1989;Milnacipran;44;R imputed from pub data and no or inadequate unpub data;49,6;11,6;;Fixed;Licensed;Unclear;Investigational;HAMD24;37,3;4;14,1;Others;28;1;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,068181818;0,023772205;Low risk;;2;0;Moderate risk
m06;241;1;Ansseau1991;0;1991;1991;Fluvoxamine;41;R from pub data and no or inadequate unpub data;46,6;11,2;;Fixed;Licensed;Unclear;Comparator;HAMD24;32,69;4;14,69;Others;22;0;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,146341463;0,027293844;Moderate risk;;3;0;Moderate risk
m10;241;3;Ansseau1991;0;1991;1991;Milnacipran;85;R from pub data and no or inadequate unpub data;48,20000076;13,3;;Fixed;Licensed;Unclear;Investigational;HAMD24;32,91500092;4;14,12;Others;56;0;No;Europe;Multi-center;Inpatients only;Yes;4;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,119047619;0,023255814;0,095791805;Moderate risk;;3;0;Moderate risk
m12;242;2;Ansseau1994b;1;1994;1994;Fluoxetine;93;R imputed from pub data and no or inadequate unpub data;45;12,3;;Fixed;Licensed;No;Comparator;HAMD24;32,4;6;14,2;Others;43;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,215789474;0,193548387;0,022241087;Low risk;;2;0;Low risk
m11;242;1;Ansseau1994b;1;1994;1994;Milnacipran;97;R imputed from pub data and no or inadequate unpub data;44,8;11,2;;Fixed;Licensed;Yes;Investigational;HAMD24;30,6;6;;Others;32;1;No;Europe;Multi-center;Outpatients only;Yes;6;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,237113402;0,021323928;Low risk;;2;0;Moderate risk
m14;243;2;Leinonen1997;0;1997;1997;Clomipramine;55;R from pub data and no or inadequate unpub data;47,1;10,6;;Flexible;Licensed;No;Comparator;HAMD17;23,1;6;8,18;Others;32;0;No;Europe;Multi-center;Both;Unclear;26;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Low risk;;2;0;Low risk
m13;243;1;Leinonen1997;0;1997;1997;Milnacipran;52;R from pub data and no or inadequate unpub data;49,2;9,8;;Flexible;Licensed;Yes;Investigational;HAMD17;23,7;6;12,12;Others;32;0;No;Europe;Multi-center;Both;Unclear;26;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;;;Low risk;;2;0;Moderate risk
m17;244;3;Guelfi1998;1;1998;1998;Fluoxetine;100;R from pub data and no or inadequate unpub data;45,8;12,8;;Fixed;Licensed;No;Comparator;HAMD17;27,4;12;-12,1;Others;51;0;No;Europe;Multi-center;Inpatients only;Yes;12;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,496666667;0,5;0,003333333;Low risk;;3;0;Low risk
m16;244;2;Guelfi1998;1;1998;1998;Milnacipran;200;R from pub data and no or inadequate unpub data;45,40000153;12,5;;Fixed;Licensed;Yes;Investigational;HAMD17;27,79999924;12;-12,9;Others;109;0;No;Europe;Multi-center;Inpatients only;Yes;12;Yes;Low risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,51;0,013333333;Low risk;;3;0;Moderate risk
m18;245;1;Clerc2001;1;2001;2001;Fluvoxamine;56;R from pub data and no or inadequate unpub data;52,2;12,6;;Fixed;Licensed;No;Comparator;HAMD24;31,4;6;15,5;Others;32;0;No;Europe;Multi-center;Both;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,303571429;0,020385588;Moderate risk;;2;0;Moderate risk
m19;245;2;Clerc2001;1;2001;2001;Milnacipran;57;R from pub data and no or inadequate unpub data;48,7;15,1;;Fixed;Licensed;Yes;Investigational;HAMD24;32,8;6;12,1;Others;40;0;No;Europe;Multi-center;Both;Yes;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,283185841;0,263157895;0,020027946;Moderate risk;;2;0;Moderate risk
m20;246;1;Yang2003;1;2003;2003;Milnacipran;27;R imputed from pub data and no or inadequate unpub data;43,5;10,4;;Flexible;Licensed;Yes;Investigational;HAMD17;25,2;8;;OC;4;1;No;Asia;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;;0,555555556;0,064989518;Moderate risk;;2;0;High risk
m21;246;2;Yang2003;1;2003;2003;Sertraline;26;R imputed from pub data and no or inadequate unpub data;42;8,9;;Flexible;Licensed;No;Comparator;HAMD17;23,2;8;;OC;2;1;No;Asia;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Unclear risk of bias;0,490566038;0,423076923;0,067489115;Moderate risk;;2;0;Moderate risk
m22;247;1;Sechter2004;1;2004;2004;Milnacipran;149;R from pub data and no or inadequate unpub data;44,8;11,6;;Fixed;Licensed;Yes;Investigational;HAMD17;23,7;6;11,9;LOCF;86;0;No;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,194630872;0,010667141;Moderate risk;;2;0;Moderate risk
m23;247;2;Sechter2004;1;2004;2004;Paroxetine;153;R from pub data and no or inadequate unpub data;42,8;11,2;;Fixed;Licensed;No;Comparator;HAMD17;23,4;6;11,4;LOCF;91;0;No;Europe;Multi-center;Outpatients only;Unclear;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,205298013;0,215686275;0,010388261;Moderate risk;;2;0;Moderate risk
m25;248;2;Kamijima2013 (japicCTI-090733);0;2013;2013;Milnacipran;604;R from pub data and no or inadequate unpub data;36,29999924;10,5;0,51;Fixed;Licensed;Yes;Investigational;HAMD17;22,20000076;9;9,6;Others;338;0;No;Asia;Multi-center;Both;Yes;9;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,179401993;0,011758228;Low risk;;3;0;Moderate risk
m26;248;3;Kamijima2013 (japicCTI-090733);0;2013;2013;Paroxetine;301;R from pub data and no or inadequate unpub data;36,6;11,1;0,545;Flexible;Licensed;No;Comparator;HAMD17;22,1;9;9;Others;171;0;No;Asia;Multi-center;Both;Yes;9;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,191160221;0,186046512;0,005113709;Low risk;;3;0;Low risk
mi33;258;1;vanMoffaert1995b;0;1995;1995;Mirtazapine;100;R from pub data and no or inadequate unpub data;46,1;10,8;0,69;Flexible;Licensed;Yes;Investigational;HAMD17;29,2;6;15,74468085;Others;61;0;No;Europe;Multi-center;Inpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,26;0,015;Moderate risk;;2;0;Moderate risk
mi34;258;2;vanMoffaert1995b;0;1995;1995;Trazodone;100;R from pub data and no or inadequate unpub data;46,3;12,6;0,71;Flexible;Licensed;No;Comparator;HAMD17;27,5;6;13;Others;51;0;No;Europe;Multi-center;Inpatients only;Unclear;6;Yes;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,245;0,23;0,015;Moderate risk;;2;0;Moderate risk
mi42;262;2;Wheatley1998;1;1996;1998;Fluoxetine;67;R from pub data and no or inadequate unpub data;47,5;14,8;;Flexible;Licensed;No;Comparator;HAMD17;26,1;6;-10,3;Others;28;0;No;Europe;Multi-center;Both;Yes;6;No;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;0,285714286;0,313432836;0,02771855;Low risk;;2;0;Low risk
mi41;262;1;Wheatley1998;1;1996;1998;Mirtazapine;66;R from pub data and no or inadequate unpub data;47,2;15,3;;Flexible;Licensed;Yes;Investigational;HAMD17;26;6;-14,2;Others;39;0;No;Europe;Multi-center;Both;Yes;6;No;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Stated but not tested;High risk of bias;Low risk of bias;;0,257575758;0,028138528;Low risk;;2;0;Moderate risk
mi44;263;2;Leinonen1999 (Agren1995);1;1999;1999;Citalopram;133;R from pub data and no or inadequate unpub data;41,1;10,8;;Flexible;Licensed;No;Comparator;MADRS;29,1;8;8,9;Others;117;0;No;Europe;Multi-center;Both;Yes;8;Yes;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,096296296;0,060150376;0,03614592;Low risk;;2;0;Low risk
mi43;263;1;Leinonen1999 (Agren1995);1;1999;1999;Mirtazapine;137;R from pub data and no or inadequate unpub data;42,1;12,3;;Flexible;Licensed;Yes;Investigational;MADRS;29,6;8;9,1;Others;116;0;No;Europe;Multi-center;Both;Yes;8;Yes;Low risk of bias;Low risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,131386861;0,035090565;Low risk;;2;0;Moderate risk
mi45;264;1;Benkert2000 (E-1559);1;2000;2000;Mirtazapine;139;R can come both from pub and unpub data and match;47,2;11,1;;Flexible;Licensed;Yes;Investigational;HAMD17;22,4;6;10,7;Others;74;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,215827338;0,013263571;Moderate risk;;2;0;Moderate risk
mi46;264;2;Benkert2000 (E-1559);1;2000;2000;Paroxetine;136;R can come both from pub and unpub data and match;47,3;10,3;;Flexible;Licensed;No;Comparator;HAMD17;22,4;6;11,9;Others;66;0;Yes;Europe;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,229090909;0,242647059;0,01355615;Moderate risk;;2;0;Moderate risk
mi49;265;1;Schatzberg2002 (003-901);1;2002;2002;Mirtazapine;128;R can come both from pub and unpub data and match;71,7;5,7;;Flexible;Licensed;Yes;Investigational;HAMD17;22,2;8;-9,22;Others;72;0;Yes;North America;Multi-center;Outpatients only;Unclear;8;Yes;Low risk of bias;Unclear risk of bias;Low risk of bias;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,2265625;0,041154035;Low risk;;2;0;Moderate risk
mi50;265;2;Schatzberg2002 (003-901);1;2002;2002;Paroxetine;126;R can come both from pub and unpub data and match;72;5,1;;Flexible;Licensed;No;Comparator;HAMD17;22,4;8;-7,29;Others;60;0;Yes;North America;Multi-center;Outpatients only;Unclear;8;Yes;Low risk of bias;Unclear risk of bias;Low risk of bias;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,267716535;0,30952381;0,041807274;Low risk;;2;0;Low risk
mi52;266;2;Hong2003 (22521);1;2000;2003;Fluoxetine;66;R can come both from pub and unpub data and match;47,1;15,5;;Flexible;Licensed;No;Comparator;HAMD17;24,3;6;14;Others;30;0;Yes;Asia;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;0,393939394;0,333333333;0,060606061;Moderate risk;;2;0;Moderate risk
mi51;266;1;Hong2003 (22521);1;2000;2003;Mirtazapine;66;R can come both from pub and unpub data and match;47,2;14,7;;Flexible;Licensed;Yes;Investigational;HAMD17;23,1;6;11,3;Others;35;0;Yes;Asia;Multi-center;Outpatients only;Yes;6;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,454545455;0,060606061;Moderate risk;;2;0;High risk
mi53;267;1;Behnke2003 (E-1690, Kjernisted2002);1;2003;2003;Mirtazapine;176;R can come both from pub and unpub data and match;42;11;;Flexible;Licensed;Yes;Investigational;HAMD17;;8;;Others;117;0;Yes;;Multi-center;Other/Unclear/Not stated;No;8;Unclear;Unclear risk of bias;Unclear risk of bias;Stated but not tested;Stated but not tested;Unclear risk of bias;High risk of bias;Low risk of bias;;0,232954545;0,021971886;Moderate risk;;2;0;Moderate risk
